2014 SVI Aged 17 or Younger Data and Encoding,2015 SVI Aged 17 or Younger Data and Encoding,2016 SVI Aged 17 or Younger Data and Encoding,2017 SVI Aged 17 or Younger Data and Encoding,2018 SVI Aged 17 or Younger Data and Encoding,2019 SVI Aged 17 or Younger Data and Encoding,2020 SVI Aged 17 or Younger Data and Encoding
69.84204,70.21727,70.59416,69.949974,69.30653,69.38305,69.46016
19.186869,18.958311,18.729042,18.91305,19.09654,19.144651,19.192917
26.205038,26.672813,27.14028,26.528345,25.916483,25.926348,25.937864
26.37711,27.859438,29.3415,29.808315,30.274708,29.825018,29.375725
4.417716,4.3227673,4.2278576,3.6658933,3.1046102,2.0194376,0.93360406
29.507082,28.802189,28.097618,27.388172,26.679787,26.570488,26.461159
-32.68779,-33.50689,-34.327015,-33.729477,-33.131226,-33.281498,-33.4328
14.700921,14.845031,14.989009,14.517684,14.046866,13.065097,12.083243
-13.300184,-12.975298,-12.650921,-11.884071,-11.117432,-10.9167,-10.718147
10.656625,10.594905,10.531098,10.205319,9.880052,9.718644,9.557685
66.493065,66.866646,67.23957,66.64062,66.0424,65.9347,65.82646
-24.374702,-24.629025,-24.885262,-24.51374,-24.143106,-23.72029,-23.297676
-83.7532,-83.67074,-83.59009,-83.53388,-83.47854,-82.5486,-81.61979
-74.66514,-75.27221,-75.88069,-74.685646,-73.49061,-73.43417,-73.377785
3.5745082,3.8794131,4.1857247,4.481175,4.777704,4.3812013,3.9849772
35.522293,36.059555,36.5977,35.672535,34.74763,34.68833,34.630043
4.978452,5.182555,5.386656,5.4714417,5.556282,5.6834273,5.812163
79.35715,79.95027,80.54426,79.36894,78.19337,78.45904,78.725845
-56.431847,-56.811096,-57.190292,-56.80676,-56.42412,-55.030586,-53.638905
3.7400079,4.128035,4.518272,5.171367,5.824494,5.336638,4.8495374
-44.163754,-44.175358,-44.187645,-43.02912,-41.870342,-41.958637,-42.046917
94.28575,94.21884,94.15061,92.9133,91.67659,91.42304,91.17138
26.618364,27.674675,28.73121,29.472801,30.216251,30.27318,30.3303
-3.1442611,-3.097555,-3.0504253,-3.5818756,-4.1124024,-4.35731,-4.603107
-92.80304,-92.19472,-91.58707,-90.38396,-89.18115,-89.10541,-89.03073
-12.459342,-12.928227,-13.397662,-13.415618,-13.433245,-14.497458,-15.561673
1.1487823,0.60428387,0.060355708,0.033927485,0.010194344,-0.30492637,-0.6200108
-19.24877,-19.202616,-19.15872,-18.803734,-18.448694,-17.765898,-17.083765
-22.467081,-22.555534,-22.642687,-24.338835,-26.035007,-26.483435,-26.933052
3.6089382,3.5669537,3.5251355,2.3839054,1.2426958,2.5889416,3.9352112
-69.05548,-68.495155,-67.93554,-67.47087,-67.005775,-66.66436,-66.32348
-22.049868,-22.191525,-22.333849,-22.275866,-22.217737,-22.287985,-22.35794
-45.132545,-44.035805,-42.93863,-41.92071,-40.90347,-40.178196,-39.452988
17.90417,18.205322,18.50573,18.214449,17.921255,17.4081,16.893732
-42.00055,-42.05331,-42.105453,-41.961483,-41.81817,-41.444565,-41.072502
-33.576374,-33.561253,-33.547592,-33.341812,-33.13653,-32.740574,-32.345444
34.461277,35.381443,36.30334,36.570995,36.838917,37.3111,37.783108
16.073362,16.484688,16.895931,16.686962,16.47763,15.459762,14.441752
34.20058,34.28065,34.361427,34.954475,35.548496,35.710205,35.873615
0.19593784,0.24845478,0.29919598,-0.40004948,-1.0998309,-0.375006,0.3498437
10.427448,9.829446,9.231505,8.081683,6.931546,6.836139,6.7410817
-12.413611,-12.5113735,-12.609389,-11.967962,-11.325267,-10.596644,-9.867047
58.78186,59.149586,59.518856,58.56193,57.605434,57.153645,56.70076
-75.884636,-76.58866,-77.293655,-75.775154,-74.258835,-74.79072,-75.32319
15.708102,16.036797,16.365795,16.384048,16.405031,16.720562,17.038044
-70.93707,-71.15303,-71.36846,-71.03753,-70.70813,-70.26243,-69.8168
109.058205,109.53495,110.0118,108.923164,107.8341,106.91375,105.99464
52.64489,53.389732,54.136227,53.43359,52.731903,52.452858,52.174034
29.31513,29.025627,28.736311,28.648256,28.56001,28.075691,27.592215
-62.59124,-62.83626,-63.08223,-62.925972,-62.769226,-63.293037,-63.81646
-6.6592045,-7.2556553,-7.85238,-7.501237,-7.149351,-7.156411,-7.1631355
-75.3527,-75.64428,-75.93642,-74.94453,-73.95399,-73.789665,-73.625465
-1.0746483,-1.0789989,-1.0823835,-1.8337559,-2.585314,-4.011022,-5.4354634
-4.876611,-3.7574055,-2.6405795,-3.1709826,-3.7005093,-3.2324727,-2.7651389
9.54899,9.392217,9.235703,9.746654,10.257951,9.724415,9.191385
-2.685855,-2.9443483,-3.202567,-2.8794832,-2.5553408,-2.3162699,-2.07944
8.316477,8.150117,7.9837484,8.08571,8.188479,8.950978,9.712682
13.365168,12.879162,12.392206,12.382799,12.372664,12.338068,12.303528
43.274223,43.215557,43.156555,43.463303,43.77089,43.265015,42.760445
11.229004,11.328336,11.428479,11.69412,11.959144,10.954024,9.94897
-16.171045,-15.730972,-15.291331,-15.211891,-15.131593,-13.971086,-12.809442
6.8043437,6.889322,6.975576,6.0028462,5.029021,4.709494,4.39031
78.17323,78.20499,78.23636,77.40604,76.57689,76.59355,76.61037
37.521984,37.332012,37.141872,36.63764,36.1331,36.223373,36.314407
24.35339,24.086388,23.82202,23.223646,22.625162,22.343025,22.061148
19.624052,19.87198,20.119375,20.199192,20.279816,20.522083,20.764915
-10.906818,-11.699239,-12.49134,-12.98105,-13.470887,-13.123124,-12.776311
-6.3951554,-6.7005963,-7.006191,-6.6341214,-6.262921,-6.1925263,-6.122295
-15.888375,-15.561792,-15.236546,-15.750725,-16.264023,-16.163609,-16.063843
-64.77393,-64.67403,-64.57419,-64.61905,-64.663376,-65.519394,-66.37549
19.271912,19.350895,19.429956,19.610373,19.792534,19.649647,19.506453
-55.14161,-55.625225,-56.108765,-54.696808,-53.285183,-52.508923,-51.73241
42.33235,42.90366,43.474552,43.44376,43.41422,44.265163,45.115974
-34.005135,-34.271126,-34.53773,-35.09112,-35.64453,-35.48336,-35.322838
-17.065462,-16.817575,-16.56928,-16.536592,-16.504549,-15.890863,-15.277753
-30.635422,-30.606825,-30.578587,-29.764166,-28.949512,-29.338066,-29.72756
-79.84232,-79.029945,-78.2179,-77.26777,-76.31841,-76.10348,-75.89111
-82.29778,-82.07478,-81.85238,-81.766,-81.68106,-81.659775,-81.63943
14.62799,14.791209,14.953867,15.243491,15.532648,15.522147,15.510512
-14.449726,-14.446856,-14.446768,-14.44215,-14.436871,-14.366817,-14.297839
-22.824417,-22.607042,-22.390121,-22.409864,-22.430466,-21.803158,-21.175463
-50.620625,-50.972683,-51.32373,-50.366253,-49.410057,-48.873035,-48.336117
-1.4219108,-1.0390563,-0.6572852,-1.2619977,-1.8670583,-1.1966023,-0.5265784
17.338753,16.700157,16.061543,15.402217,14.743696,14.286324,13.828181
8.499647,8.348152,8.19632,7.3511024,6.5047455,6.107561,5.7109528
55.50228,55.95205,56.401215,56.45219,56.502304,56.531147,56.560833
1.227377,1.6216174,2.0152879,1.9098307,1.8042914,1.5557219,1.3067085
-9.2703085,-8.746147,-8.222943,-8.220204,-8.21694,-7.53053,-6.8452415
37.316643,37.09449,36.87288,36.474266,36.07606,35.51643,34.95742
71.30673,71.5158,71.725716,71.420715,71.11697,71.33007,71.543144
1.5286366,1.5053364,1.4804662,1.0564896,0.6322206,0.8686923,1.1054078
-67.09053,-67.83059,-68.56991,-67.39499,-66.22051,-65.72545,-65.23096
27.144901,26.98767,26.831543,26.141098,25.450638,24.658325,23.865448
-38.72835,-38.401703,-38.07416,-37.456028,-36.83794,-37.160164,-37.484055
33.417202,34.10853,34.799686,34.717148,34.634415,34.098145,33.562584
41.090885,41.066257,41.042385,39.83533,38.62904,38.763424,38.898315
105.93835,106.44807,106.95745,105.71622,104.474686,103.72546,102.97629
-18.358393,-18.786669,-19.216778,-19.530407,-19.84448,-19.603361,-19.362774
79.83493,79.90735,79.981895,79.716225,79.44981,78.77348,78.09916
40.695564,40.847744,41.00153,41.41562,41.82976,40.84988,39.870045
29.377378,30.469889,31.56143,31.845303,32.12899,31.743204,31.357798
75.76498,75.78307,75.80165,75.27619,74.75217,75.10006,75.44873
-10.2492695,-10.326687,-10.403726,-10.226068,-10.0485525,-10.400096,-10.750682
62.28573,62.922493,63.559227,63.53737,63.516373,63.08706,62.659645
5.1531787,5.8595586,6.5664444,6.49141,6.416834,6.390675,6.364781
4.13614,4.805002,5.475518,6.29845,7.1204996,7.0659037,7.0117803
14.736346,14.783473,14.830974,15.325458,15.820172,14.905459,13.990781
-4.20943,-4.6847215,-5.159202,-5.47518,-5.7900047,-6.6718407,-7.5525985
34.903225,34.550114,34.196087,32.85838,31.52046,30.913546,30.308245
-27.95807,-28.177616,-28.397078,-27.846014,-27.295992,-27.714037,-28.130705
13.935645,14.404192,14.873136,15.682301,16.492458,16.208727,15.924582
62.95246,63.03176,63.11074,62.770138,62.428703,62.851437,63.275177
-2.725246,-3.273687,-3.8231254,-3.7524734,-3.6824012,-3.6824336,-3.680511
-28.390371,-28.289,-28.18752,-27.755833,-27.324184,-27.32098,-27.317362
-54.58132,-54.5322,-54.481594,-53.600006,-52.719353,-52.76586,-52.812294
67.21558,67.388115,67.5628,68.01102,68.45983,68.89186,69.32583
5.3604546,5.298086,5.234828,5.5018473,5.7700806,5.260384,4.7502947
3.7880087,3.4081872,3.0296674,3.1202579,3.2114048,3.6387136,4.0671983
-11.743551,-11.9374275,-12.131105,-11.803871,-11.47627,-11.764308,-12.0534935
-20.872663,-20.994543,-21.11693,-21.038652,-20.96034,-20.667868,-20.375696
32.195477,31.419771,30.644028,29.872107,29.101446,28.833687,28.566267
65.58918,65.95185,66.313705,65.29815,64.2832,63.90776,63.532616
-1.0299335,-0.18661976,0.65617466,0.86691,1.078177,0.86545634,0.6517253
-22.801346,-23.200844,-23.598686,-22.749117,-21.899763,-23.22077,-24.540455
131.72389,132.10457,132.48671,131.98029,131.47371,131.09865,130.72401
-66.18595,-66.93799,-67.69064,-68.02173,-68.35475,-68.33716,-68.32201
1.6145668,1.8767853,2.136982,3.3477783,4.558367,4.950241,5.3415318
-44.4523,-44.60488,-44.75751,-44.307827,-43.85967,-44.761215,-45.66318
64.476814,64.88812,65.29981,65.23859,65.176895,64.31403,63.45269
-36.678947,-36.929348,-37.178234,-36.7488,-36.321453,-37.40197,-38.482517
-58.8427,-59.779694,-60.716637,-61.071503,-61.42675,-60.927235,-60.428642
26.575586,25.924444,25.273321,25.13535,24.997179,25.44957,25.903627
-4.9180293,-5.3270674,-5.734352,-4.9635587,-4.1929984,-3.5191698,-2.8440537
2.6198082,2.8809443,3.1400757,3.5113964,3.882412,4.0322895,4.182413
-4.954098,-4.9215846,-4.889444,-5.3378835,-5.788141,-6.68345,-7.578591
-29.140236,-29.459637,-29.780233,-29.65993,-29.539179,-28.817905,-28.096785
-61.343887,-61.251923,-61.16107,-60.997753,-60.835167,-60.94252,-61.050144
-4.939211,-5.624689,-6.3113165,-5.9349356,-5.5593433,-5.264126,-4.9691353
-60.91971,-60.902054,-60.88401,-60.988525,-61.0921,-60.639763,-60.18833
-8.982981,-8.65623,-8.329738,-8.872123,-9.415476,-10.366334,-11.317631
-26.911154,-27.442139,-27.972698,-28.589102,-29.206934,-29.131903,-29.056675
12.735595,12.478189,12.221514,12.551774,12.88293,13.427354,13.970951
-7.8053794,-7.4264393,-7.0463505,-6.3484373,-5.6497726,-5.2442985,-4.8387146
-13.431237,-13.879228,-14.328479,-13.910281,-13.490106,-12.996532,-12.502761
62.285572,62.775505,63.264748,62.53472,61.806816,62.77701,63.74638
-77.24306,-77.52095,-77.79937,-76.242966,-74.68894,-74.044624,-73.40286
17.8696,17.71259,17.555492,17.129122,16.700783,16.87873,17.057087
80.703964,80.685646,80.66647,79.80759,78.95037,78.98149,79.013916
-0.28440496,-0.46182176,-0.64075494,-0.9532206,-1.2662146,-0.39575884,0.47481325
-13.70616,-13.465704,-13.22591,-12.862711,-12.500553,-12.129835,-11.75999
-14.216044,-14.276831,-14.339661,-14.140684,-13.94139,-14.148999,-14.357726
43.775635,43.848938,43.922935,43.149715,42.378616,43.383965,44.389336
22.714613,23.036417,23.3578,23.154535,22.952013,22.81928,22.68744
-0.14692383,-0.7722643,-1.3955925,-1.3755071,-1.3547847,-1.3271863,-1.2986696
-19.147202,-19.423311,-19.699245,-18.891441,-18.084236,-18.721895,-19.359953
-32.90592,-32.986572,-33.067158,-33.740604,-34.414528,-34.03942,-33.664165
-24.468546,-24.217361,-23.966845,-23.361286,-22.754429,-22.932589,-23.111725
-1.4059716,-0.87757695,-0.34923756,-0.12057888,0.109592326,1.0151948,1.9225768
6.4052715,6.5648336,6.7233496,7.5388365,8.353859,9.737373,11.119616
-15.520746,-16.341267,-17.161995,-17.271862,-17.381523,-16.902086,-16.423048
4.6002264,5.333716,6.0687847,5.7630444,5.4570646,5.2503324,5.0432816
60.2525,60.34509,60.436768,60.07272,59.70959,59.255356,58.800274
34.6048,33.8911,33.177784,32.916218,32.654804,32.047585,31.44063
40.141033,40.815998,41.4902,41.680916,41.870975,41.177204,40.483448
-22.554579,-23.055696,-23.557163,-23.0877,-22.617228,-22.89266,-23.169502
-36.655746,-36.480164,-36.30427,-36.18646,-36.071617,-35.831413,-35.591057
3.202132,2.6701553,2.1387231,2.751767,3.3641918,4.108725,4.8537374
53.64879,54.0613,54.474228,54.991108,55.50865,55.478615,55.44919
10.88164,10.506659,10.132017,10.2651615,10.397404,9.152714,7.9081116
-8.620308,-8.97084,-9.320667,-9.381563,-9.441027,-9.194794,-8.94964
-5.704367,-5.8125405,-5.920605,-7.288628,-8.656597,-9.027273,-9.3967495
-39.82713,-39.900024,-39.97379,-39.324078,-38.67349,-38.506977,-38.340267
-16.442001,-15.953348,-15.466149,-16.077961,-16.69016,-16.09245,-15.495967
-78.42174,-78.88186,-79.34218,-78.96725,-78.592094,-77.80756,-77.02613
-81.32187,-81.82507,-82.32791,-80.5337,-78.739334,-78.36943,-78.00052
-17.354832,-18.041275,-18.726913,-18.530197,-18.334114,-18.206768,-18.078705
-51.92056,-51.846653,-51.772617,-50.848183,-49.922615,-49.87518,-49.829983
-39.213486,-39.076675,-38.940224,-38.422707,-37.906147,-37.664566,-37.42414
59.56592,60.082806,60.600418,58.92701,57.255108,56.427868,55.602333
-13.517972,-13.914945,-14.31289,-13.117122,-11.919429,-11.1459,-10.371224
11.37328,11.666783,11.9607315,11.628594,11.296431,11.330189,11.364095
-28.926346,-28.775383,-28.623613,-28.130262,-27.638174,-28.328863,-29.02207
0.099706665,-0.035364136,-0.17126034,0.623209,1.4186101,1.0832982,0.7475803
86.22484,86.34471,86.46437,85.44331,84.42186,83.3497,82.27875
13.855587,13.530627,13.205584,13.341987,13.47832,13.9145155,14.352117
57.895508,58.48278,59.07044,58.06637,57.06273,55.96502,54.869217
39.88153,40.507664,41.134605,41.066925,40.99949,40.787098,40.57566
-36.612682,-37.05672,-37.50163,-38.181507,-38.861473,-38.211258,-37.55969
41.93934,42.561375,43.182716,43.077694,42.97142,41.806362,40.639645
85.130165,85.59753,86.065475,84.99539,83.9276,83.369156,82.81096
63.07307,63.729244,64.38667,64.15124,63.917015,64.03026,64.14516
2.485426,2.61732,2.7480097,2.5737696,2.3991003,1.2980862,0.19772153
129.78085,129.97594,130.16937,128.0798,125.98938,126.738075,127.487724
44.33583,44.04392,43.75293,42.980892,42.208168,40.9317,39.658566
58.350773,58.753315,59.156265,59.407757,59.660942,59.244785,58.829094
54.1936,53.80482,53.4161,53.640842,53.865047,52.4451,51.026638
5.2687497,5.244243,5.2208323,5.342128,5.4630485,4.644648,3.8264894
-76.08158,-77.09297,-78.10238,-76.842735,-75.58213,-75.52802,-75.47531
-36.46178,-36.656395,-36.851997,-36.08361,-35.316196,-35.189697,-35.064007
-11.645728,-11.758911,-11.872224,-12.271813,-12.673158,-12.988739,-13.304584
-52.073074,-52.624493,-53.17519,-53.34684,-53.51992,-53.80053,-54.08057
19.561104,20.629505,21.69696,21.008179,20.319536,19.909403,19.499882
25.707504,25.463554,25.21838,25.423653,25.629303,25.576365,25.52373
52.107895,52.420715,52.73363,52.464844,52.196796,52.461147,52.725357
17.457508,17.410618,17.362808,17.428616,17.493282,17.549112,17.605446
78.01659,78.18312,78.349396,78.2269,78.104675,77.630226,77.15683
-51.73807,-52.466328,-53.195206,-52.267273,-51.338093,-50.3176,-49.298237
33.20926,33.151207,33.093624,33.243576,33.394287,33.563614,33.730392
-44.922413,-45.094444,-45.266663,-44.935917,-44.606842,-44.461582,-44.316555
26.500727,26.558332,26.616484,26.536514,26.457468,26.378105,26.297873
6.018061,5.74338,5.468081,4.7673373,4.067305,4.399839,4.732187
-22.348747,-22.388355,-22.428135,-22.616388,-22.80458,-23.134365,-23.463503
-42.124374,-42.295975,-42.468483,-42.357162,-42.244854,-42.9966,-43.750298
-28.138107,-28.249254,-28.360607,-27.498632,-26.63563,-26.770239,-26.904493
-3.5520792,-3.6573777,-3.7637362,-3.9371243,-4.110671,-4.0405846,-3.9697623
6.031392,6.362502,6.69287,7.0102544,7.326754,7.9169703,8.508518
67.88622,67.93272,67.97868,67.56035,67.14112,66.5491,65.95759
8.248677,7.6926475,7.1368613,7.2608137,7.3844404,6.816812,6.249685
122.879456,123.24478,123.610016,121.8191,120.02999,119.163155,118.29868
123.59116,123.648705,123.70645,123.16221,122.61747,123.05548,123.49574
2.2281487,1.5400794,0.8538544,-0.15741514,-1.1706903,-1.1736238,-1.1754339
-16.933205,-16.134068,-15.33408,-15.5903015,-15.847338,-15.9951935,-16.145086
58.51253,58.662548,58.812737,58.0484,57.283142,57.58412,57.885654
-36.37659,-35.8216,-35.26792,-34.478928,-33.68988,-33.51605,-33.342983
11.31383,11.728508,12.14045,12.045246,11.949789,12.012173,12.075016
-12.023041,-12.409498,-12.79567,-13.488001,-14.181335,-13.8419075,-13.502602
20.840252,21.121351,21.403131,20.3392,19.275526,19.423563,19.570112
0.728574,1.5153935,2.3032868,2.6077874,2.9124577,3.5168564,4.120782
-40.825066,-41.053078,-41.28074,-40.832214,-40.383705,-40.98917,-41.59538
-62.545296,-62.762238,-62.980682,-62.754456,-62.528893,-62.253014,-61.977528
-9.29928,-8.713173,-8.12678,-8.428961,-8.730001,-8.29225,-7.854641
46.594727,45.845634,45.098663,44.13924,43.179832,42.986748,42.795166
-1.306729,-1.5408114,-1.7744899,-1.329924,-0.885749,-1.1022471,-1.3185825
17.79966,17.800402,17.800545,18.122143,18.44404,18.792873,19.142124
-23.827906,-23.679655,-23.531977,-23.586721,-23.641813,-23.314466,-22.986834
27.595776,27.187931,26.780146,26.817198,26.85234,27.49498,28.138567
9.225121,8.897229,8.568312,8.359699,8.152413,8.210955,8.269831
84.27826,83.74938,83.22084,81.81178,80.40477,79.6804,78.95898
1.7517388,2.2083657,2.6648896,1.8533862,1.0420144,0.73125285,0.42192
-5.325844,-5.217469,-5.109155,-5.750012,-6.3910646,-6.3711596,-6.351543
-23.318588,-22.511744,-21.705614,-21.008495,-20.31152,-18.964634,-17.619125
83.22849,83.16243,83.09652,82.33663,81.57743,81.308815,81.041504
73.59179,73.696365,73.80151,73.12903,72.45657,72.43465,72.41325
-68.77044,-68.77404,-68.77685,-68.22111,-67.666565,-67.37385,-67.08173
9.090239,8.342318,7.59466,7.246805,6.9001827,6.671604,6.443596
57.401783,57.22519,57.049976,55.572273,54.094692,54.91166,55.72958
-45.224815,-44.935993,-44.647633,-44.797237,-44.947166,-44.3881,-43.83016
-73.27935,-72.750786,-72.22272,-71.32296,-70.423,-71.06488,-71.70889
-42.207638,-42.59233,-42.977875,-42.09801,-41.21707,-41.115913,-41.01657
73.52586,73.86098,74.195786,72.665115,71.1349,71.234695,71.33459
88.68652,88.99204,89.2964,88.961655,88.62843,88.46133,88.29563
-19.50207,-19.456526,-19.410522,-18.840134,-18.268694,-18.026947,-17.78396
-18.795588,-18.707853,-18.620277,-18.954971,-19.290905,-19.641857,-19.992142
-4.3185387,-4.4150248,-4.5139627,-5.037405,-5.558795,-6.503255,-7.447736
-50.266556,-50.72168,-51.17562,-51.108925,-51.044586,-51.926678,-52.80932
6.3308697,6.5390043,6.747556,6.087246,5.4272575,5.1133523,4.7985377
69.215256,70.07799,70.939285,70.889435,70.83982,70.78349,70.72749
29.62889,29.876324,30.124817,29.556751,28.988758,29.596622,30.206049
74.595604,74.607506,74.62035,73.921455,73.22301,72.42506,71.62726
-13.957164,-13.9113455,-13.868028,-14.359714,-14.851372,-14.756826,-14.66252
10.493075,11.0492525,11.603994,11.312581,11.021581,11.642765,12.262717
40.99492,41.25772,41.5219,41.74208,41.96324,42.696156,43.430202
17.030167,17.18068,17.330505,17.663408,17.995987,18.453876,18.91075
-13.419593,-13.314076,-13.208161,-13.402096,-13.595281,-14.641389,-15.687632
14.84428,15.499698,16.154926,16.712471,17.269547,17.921867,18.573906
-65.10397,-64.599976,-64.09732,-64.20903,-64.32057,-64.19106,-64.06294
41.46524,41.20595,40.946323,39.584015,38.221764,38.10162,37.98229
-73.971466,-74.16581,-74.36021,-73.77006,-73.17991,-72.86761,-72.55672
13.426971,12.990963,12.555828,11.882265,11.210288,11.216763,11.224241
-56.94233,-56.856457,-56.76957,-55.46307,-54.15722,-53.925537,-53.695534
-107.20784,-107.09618,-106.98425,-105.73851,-104.49396,-105.30817,-106.12547
-50.134857,-50.077175,-50.021503,-50.497814,-50.97358,-51.37921,-51.785904
0.27143857,0.06022737,-0.15117171,-1.4596162,-2.767991,-2.877581,-2.9886022
-29.445614,-29.488384,-29.533058,-29.953299,-30.374594,-30.668913,-30.96323
75.99903,76.01482,76.03134,76.286835,76.5448,76.74001,76.93634
-38.881165,-39.32377,-39.76507,-39.82369,-39.882553,-39.396885,-38.91277
-6.957064,-7.1181955,-7.2791157,-6.783912,-6.287354,-5.761833,-5.2360616
1.7295634,1.6779524,1.6267124,0.81307954,0.0017325263,-0.3514188,-0.7040017
26.624716,26.601048,26.576994,26.167522,25.759779,25.67178,25.584501
-15.96478,-16.364204,-16.762817,-17.1697,-17.576763,-17.034016,-16.490349
-0.8717595,-0.26200587,0.3474626,0.29373974,0.24151558,0.57656807,0.9117374
-0.7573638,-0.95367956,-1.151608,0.82154036,2.7943063,2.9367185,3.078609
-2.5826478,-2.3869138,-2.192101,-2.5172372,-2.843927,-2.2996697,-1.7568668
38.72192,38.39139,38.061398,38.93057,39.79979,39.971596,40.143414
-8.076842,-7.973546,-7.871125,-7.469445,-7.0675325,-6.3180265,-5.5687876
15.151061,15.574116,15.998207,16.643818,17.289192,18.20382,19.11842
7.8957586,8.130291,8.364209,8.469519,8.577277,9.249758,9.922627
75.67866,75.85943,76.042625,76.44255,76.84301,76.72707,76.61178
39.33021,39.778103,40.22521,40.252583,40.281128,41.202465,42.126057
-23.860313,-23.303873,-22.746952,-23.19838,-23.650942,-24.40352,-25.155947
-19.951675,-19.473248,-18.99498,-18.200653,-17.407722,-17.132034,-16.857843
50.159115,50.17566,50.192802,49.137573,48.081543,47.842403,47.604515
9.129969,9.488332,9.847472,10.573607,11.2999,11.507498,11.715429
-11.599898,-11.126036,-10.651924,-10.706854,-10.762984,-10.776941,-10.792124
-20.883831,-20.931763,-20.978397,-21.592537,-22.206177,-21.769287,-21.332687
43.075768,43.44809,43.819683,43.59502,43.37056,42.959583,42.548386
-97.456795,-96.995705,-96.53646,-95.37611,-94.21581,-92.92507,-91.63613
98.62723,98.45402,98.280174,97.46256,96.64532,96.00933,95.37545
-27.525154,-27.638365,-27.753832,-27.996449,-28.239887,-28.149849,-28.0609
-0.15204161,-0.73156756,-1.3094007,-1.9227906,-2.5368512,-2.646457,-2.7557728
0.735531,0.7205583,0.7058507,1.1174318,1.5279886,0.8304883,0.13350877
-5.4505134,-5.412879,-5.3765416,-5.2898383,-5.2057233,-5.1334186,-5.061886
-15.12226,-15.640589,-16.15849,-16.425985,-16.691597,-16.473955,-16.25608
34.705395,35.64187,36.57885,35.623302,34.668606,35.23841,35.811367
23.128752,23.343523,23.559107,22.573265,21.586401,22.353838,23.121637
24.26698,24.318909,24.370726,23.089138,21.806791,20.973072,20.138697
-57.597935,-58.16428,-58.729465,-58.09713,-57.466263,-58.14704,-58.828064
-92.564156,-92.87331,-93.18235,-91.902885,-90.626236,-90.065475,-89.505325
-90.06284,-89.67432,-89.284424,-88.35417,-87.42374,-86.55795,-85.693504
3.6678991,3.3853312,3.1040087,3.395337,3.6886911,3.443904,3.1993551
-0.8737381,-0.30545026,0.2628805,0.010767158,-0.24100858,-0.8318098,-1.4230899
27.78422,27.48123,27.177711,27.050243,26.923124,26.186344,25.450956
-69.050964,-68.657425,-68.26462,-67.58265,-66.90148,-67.494,-68.086365
-58.25175,-58.796288,-59.34059,-59.369717,-59.400196,-59.987377,-60.57359
65.42175,65.93911,66.456436,64.62428,62.789604,63.83559,64.88357
-42.83196,-43.101948,-43.370987,-42.724415,-42.07903,-42.491417,-42.90522
-24.966227,-24.443905,-23.921314,-23.99597,-24.07074,-23.990427,-23.909288
-0.96244806,-0.94077295,-0.91982836,-0.52595896,-0.13197607,-0.38418287,-0.6370763
-23.256163,-23.566566,-23.879148,-23.856337,-23.834568,-22.590128,-21.347206
-26.05633,-25.9495,-25.842796,-25.4368,-25.031757,-25.062565,-25.090925
51.759495,51.92584,52.093006,51.10095,50.10963,50.36909,50.6283
29.932066,29.677286,29.421488,28.319246,27.215792,27.00867,26.802868
-5.825887,-6.045854,-6.2665505,-5.8338113,-5.402284,-5.1345696,-4.866039
27.228483,26.865429,26.502514,25.407919,24.313274,23.68537,23.057585
23.432766,23.308216,23.183746,23.091812,22.9992,22.906511,22.813969
15.932168,16.403303,16.874228,16.610285,16.346983,16.185402,16.023996
47.40546,47.670605,47.935192,47.382626,46.83005,46.74325,46.656956
-29.373554,-28.918648,-28.460993,-28.594126,-28.726582,-27.989944,-27.2528
-10.673316,-10.761491,-10.851505,-10.355754,-9.86076,-10.311619,-10.763404
14.332995,15.23194,16.129915,16.107727,16.084705,16.785032,17.485191
28.948421,28.814463,28.679483,28.904013,29.128399,28.9611,28.794024
-2.991616,-3.408941,-3.8271444,-3.70248,-3.5784175,-3.4522612,-3.3244274
1.5526081,2.096443,2.6394022,2.8969095,3.1543252,4.083999,5.012649
33.956993,34.6845,35.412518,35.009872,34.60834,35.13932,35.66971
19.650646,19.384624,19.119238,18.65563,18.191017,18.6659,19.140127
-11.346522,-11.304061,-11.261508,-12.088241,-12.914115,-12.627194,-12.33972
-9.509166,-9.798129,-10.087465,-10.068278,-10.048252,-9.465569,-8.883556
-20.105314,-20.343933,-20.581728,-20.451193,-20.319145,-19.781942,-19.242584
-55.597878,-55.625275,-55.652817,-55.99335,-56.334824,-56.986412,-57.63803
-39.83729,-40.31897,-40.797634,-39.501087,-38.201916,-37.55087,-36.9008
-48.519775,-47.846706,-47.17268,-46.723007,-46.27169,-47.06455,-47.858727
81.47386,80.85007,80.22659,79.36047,78.49528,78.31372,78.13214
42.689117,42.923294,43.15975,42.523804,41.88754,41.912937,41.939255
20.543047,20.545435,20.547234,19.696262,18.847,19.164701,19.482355
40.17124,39.800278,39.431152,39.456635,39.48326,39.38806,39.291283
-7.753908,-7.733452,-7.714099,-6.930176,-6.1467733,-6.025235,-5.9046984
11.761302,12.177767,12.59521,13.6800165,14.764988,14.548146,14.332468
3.047238,3.3791263,3.7123773,3.1643808,2.6153905,2.8212812,3.026584
-3.882363,-3.705569,-3.5276802,-3.0480921,-2.5703733,-2.619457,-2.6687171
8.316598,8.358012,8.401199,8.288682,8.175278,6.981741,5.7903824
-0.09735575,0.059039205,0.21466264,-0.12024298,-0.45586005,-0.30175582,-0.14744654
